fiyat,bakimmaliyeti,kapisayisi,kapasite,bagajboyutu,guvenlik,sonuc
orta,cokyuksek,2,4,kucuk,dusuk,kabuledilemez
orta,cokyuksek,2,4,kucuk,orta,kabuledilemez
orta,cokyuksek,2,4,kucuk,yuksek,kabuledilebilir
orta,cokyuksek,2,4,orta,dusuk,kabuledilemez
orta,cokyuksek,2,4,orta,orta,kabuledilemez
orta,cokyuksek,2,4,orta,yuksek,kabuledilebilir
orta,cokyuksek,2,4,buyuk,dusuk,kabuledilemez
orta,cokyuksek,2,4,buyuk,orta,kabuledilebilir
orta,cokyuksek,2,4,buyuk,yuksek,kabuledilebilir
orta,cokyuksek,2,5,kucuk,dusuk,kabuledilemez
orta,cokyuksek,2,5,kucuk,orta,kabuledilemez
orta,cokyuksek,2,5,kucuk,yuksek,kabuledilemez
orta,cokyuksek,2,5,orta,dusuk,kabuledilemez
orta,cokyuksek,2,5,orta,orta,kabuledilemez
orta,cokyuksek,2,5,orta,yuksek,kabuledilebilir
orta,cokyuksek,2,5,buyuk,dusuk,kabuledilemez
orta,cokyuksek,2,5,buyuk,orta,kabuledilebilir
orta,cokyuksek,2,5,buyuk,yuksek,kabuledilebilir
orta,cokyuksek,3,2,kucuk,dusuk,kabuledilemez
orta,cokyuksek,3,2,kucuk,orta,kabuledilemez
orta,cokyuksek,3,2,kucuk,yuksek,kabuledilemez
orta,cokyuksek,3,2,orta,dusuk,kabuledilemez
orta,cokyuksek,3,2,orta,orta,kabuledilemez
orta,cokyuksek,3,2,orta,yuksek,kabuledilemez
orta,cokyuksek,3,2,buyuk,dusuk,kabuledilemez
orta,cokyuksek,3,2,buyuk,orta,kabuledilemez
orta,cokyuksek,3,2,buyuk,yuksek,kabuledilemez
orta,cokyuksek,3,4,kucuk,dusuk,kabuledilemez
orta,cokyuksek,3,4,kucuk,orta,kabuledilemez
orta,cokyuksek,3,4,kucuk,yuksek,kabuledilebilir
orta,cokyuksek,3,4,orta,dusuk,kabuledilemez
orta,cokyuksek,3,4,orta,orta,kabuledilemez
orta,cokyuksek,3,4,orta,yuksek,kabuledilebilir
orta,cokyuksek,3,4,buyuk,dusuk,kabuledilemez
orta,cokyuksek,3,4,buyuk,orta,kabuledilebilir
orta,cokyuksek,3,4,buyuk,yuksek,kabuledilebilir
orta,cokyuksek,3,5,kucuk,dusuk,kabuledilemez
orta,cokyuksek,3,5,kucuk,orta,kabuledilemez
orta,cokyuksek,3,5,kucuk,yuksek,kabuledilebilir
orta,cokyuksek,3,5,orta,dusuk,kabuledilemez
orta,cokyuksek,3,5,orta,orta,kabuledilebilir
orta,cokyuksek,3,5,orta,yuksek,kabuledilebilir
orta,cokyuksek,3,5,buyuk,dusuk,kabuledilemez
orta,cokyuksek,3,5,buyuk,orta,kabuledilebilir
orta,cokyuksek,3,5,buyuk,yuksek,kabuledilebilir
orta,cokyuksek,4,2,kucuk,dusuk,kabuledilemez
orta,cokyuksek,4,2,kucuk,orta,kabuledilemez
orta,cokyuksek,4,2,kucuk,yuksek,kabuledilemez
orta,cokyuksek,4,2,orta,dusuk,kabuledilemez
orta,cokyuksek,4,2,orta,orta,kabuledilemez
orta,cokyuksek,4,2,orta,yuksek,kabuledilemez
orta,cokyuksek,4,2,buyuk,dusuk,kabuledilemez
orta,cokyuksek,4,2,buyuk,orta,kabuledilemez
orta,cokyuksek,4,2,buyuk,yuksek,kabuledilemez
orta,cokyuksek,4,4,kucuk,dusuk,kabuledilemez
orta,cokyuksek,4,4,kucuk,orta,kabuledilemez
orta,cokyuksek,4,4,kucuk,yuksek,kabuledilebilir
orta,cokyuksek,4,4,orta,dusuk,kabuledilemez
orta,cokyuksek,4,4,orta,orta,kabuledilebilir
orta,cokyuksek,4,4,orta,yuksek,kabuledilebilir
orta,cokyuksek,4,4,buyuk,dusuk,kabuledilemez
orta,cokyuksek,4,4,buyuk,orta,kabuledilebilir
orta,cokyuksek,4,4,buyuk,yuksek,kabuledilebilir
orta,cokyuksek,4,5,kucuk,dusuk,kabuledilemez
orta,cokyuksek,4,5,kucuk,orta,kabuledilemez
orta,cokyuksek,4,5,kucuk,yuksek,kabuledilebilir
orta,cokyuksek,4,5,orta,dusuk,kabuledilemez
orta,cokyuksek,4,5,orta,orta,kabuledilebilir
orta,cokyuksek,4,5,orta,yuksek,kabuledilebilir
orta,cokyuksek,4,5,buyuk,dusuk,kabuledilemez
orta,cokyuksek,4,5,buyuk,orta,kabuledilebilir
orta,cokyuksek,4,5,buyuk,yuksek,kabuledilebilir
orta,cokyuksek,5,2,kucuk,dusuk,kabuledilemez
orta,cokyuksek,5,2,kucuk,orta,kabuledilemez
orta,cokyuksek,5,2,kucuk,yuksek,kabuledilemez
orta,cokyuksek,5,2,orta,dusuk,kabuledilemez
orta,cokyuksek,5,2,orta,orta,kabuledilemez
orta,cokyuksek,5,2,orta,yuksek,kabuledilemez
orta,cokyuksek,5,2,buyuk,dusuk,kabuledilemez
orta,cokyuksek,5,2,buyuk,orta,kabuledilemez
orta,cokyuksek,5,2,buyuk,yuksek,kabuledilemez
orta,cokyuksek,5,4,kucuk,dusuk,kabuledilemez
orta,cokyuksek,5,4,kucuk,orta,kabuledilemez
orta,cokyuksek,5,4,kucuk,yuksek,kabuledilebilir
orta,cokyuksek,5,4,orta,dusuk,kabuledilemez
orta,cokyuksek,5,4,orta,orta,kabuledilebilir
orta,cokyuksek,5,4,orta,yuksek,kabuledilebilir
orta,cokyuksek,5,4,buyuk,dusuk,kabuledilemez
orta,cokyuksek,5,4,buyuk,orta,kabuledilebilir
orta,cokyuksek,5,4,buyuk,yuksek,kabuledilebilir
orta,cokyuksek,5,5,kucuk,dusuk,kabuledilemez
orta,cokyuksek,5,5,kucuk,orta,kabuledilemez
orta,cokyuksek,5,5,kucuk,yuksek,kabuledilebilir
orta,cokyuksek,5,5,orta,dusuk,kabuledilemez
orta,cokyuksek,5,5,orta,orta,kabuledilebilir
orta,cokyuksek,5,5,orta,yuksek,kabuledilebilir
orta,cokyuksek,5,5,buyuk,dusuk,kabuledilemez
orta,cokyuksek,5,5,buyuk,orta,kabuledilebilir
orta,cokyuksek,5,5,buyuk,yuksek,kabuledilebilir
orta,yuksek,2,2,kucuk,dusuk,kabuledilemez
orta,yuksek,2,2,kucuk,orta,kabuledilemez
orta,yuksek,2,2,kucuk,yuksek,kabuledilemez
orta,yuksek,2,2,orta,dusuk,kabuledilemez
orta,yuksek,2,2,orta,orta,kabuledilemez
orta,yuksek,2,2,orta,yuksek,kabuledilemez
orta,yuksek,2,2,buyuk,dusuk,kabuledilemez
orta,yuksek,2,2,buyuk,orta,kabuledilemez
orta,yuksek,2,2,buyuk,yuksek,kabuledilemez
orta,yuksek,2,4,kucuk,dusuk,kabuledilemez
orta,yuksek,2,4,kucuk,orta,kabuledilemez
orta,yuksek,2,4,kucuk,yuksek,kabuledilebilir
orta,yuksek,2,4,orta,dusuk,kabuledilemez
orta,yuksek,2,4,orta,orta,kabuledilemez
orta,yuksek,2,4,orta,yuksek,kabuledilebilir
orta,yuksek,2,4,buyuk,dusuk,kabuledilemez
orta,yuksek,2,4,buyuk,orta,kabuledilebilir
orta,yuksek,2,4,buyuk,yuksek,kabuledilebilir
orta,yuksek,2,5,kucuk,dusuk,kabuledilemez
orta,yuksek,2,5,kucuk,orta,kabuledilemez
orta,yuksek,2,5,kucuk,yuksek,kabuledilemez
orta,yuksek,2,5,orta,dusuk,kabuledilemez
orta,yuksek,2,5,orta,orta,kabuledilemez
orta,yuksek,2,5,orta,yuksek,kabuledilebilir
orta,yuksek,2,5,buyuk,dusuk,kabuledilemez
orta,yuksek,2,5,buyuk,orta,kabuledilebilir
orta,yuksek,2,5,buyuk,yuksek,kabuledilebilir
orta,yuksek,3,2,kucuk,dusuk,kabuledilemez
orta,yuksek,3,2,kucuk,orta,kabuledilemez
orta,yuksek,3,2,kucuk,yuksek,kabuledilemez
orta,yuksek,3,2,orta,dusuk,kabuledilemez
orta,yuksek,3,2,orta,orta,kabuledilemez
orta,yuksek,3,2,orta,yuksek,kabuledilemez
orta,yuksek,3,2,buyuk,dusuk,kabuledilemez
orta,yuksek,3,2,buyuk,orta,kabuledilemez
orta,yuksek,3,2,buyuk,yuksek,kabuledilemez
orta,yuksek,3,4,kucuk,dusuk,kabuledilemez
orta,yuksek,3,4,kucuk,orta,kabuledilemez
orta,yuksek,3,4,kucuk,yuksek,kabuledilebilir
orta,yuksek,3,4,orta,dusuk,kabuledilemez
orta,yuksek,3,4,orta,orta,kabuledilemez
orta,yuksek,3,4,orta,yuksek,kabuledilebilir
orta,yuksek,3,4,buyuk,dusuk,kabuledilemez
orta,yuksek,3,4,buyuk,orta,kabuledilebilir
orta,yuksek,3,4,buyuk,yuksek,kabuledilebilir
orta,yuksek,3,5,kucuk,dusuk,kabuledilemez
orta,yuksek,3,5,kucuk,orta,kabuledilemez
orta,yuksek,3,5,kucuk,yuksek,kabuledilebilir
orta,yuksek,3,5,orta,dusuk,kabuledilemez
orta,yuksek,3,5,orta,orta,kabuledilebilir
orta,yuksek,3,5,orta,yuksek,kabuledilebilir
orta,yuksek,3,5,buyuk,dusuk,kabuledilemez
orta,yuksek,3,5,buyuk,orta,kabuledilebilir
orta,yuksek,3,5,buyuk,yuksek,kabuledilebilir
orta,yuksek,4,2,kucuk,dusuk,kabuledilemez
orta,yuksek,4,2,kucuk,orta,kabuledilemez
orta,yuksek,4,2,kucuk,yuksek,kabuledilemez
orta,yuksek,4,2,orta,dusuk,kabuledilemez
orta,yuksek,4,2,orta,orta,kabuledilemez
orta,yuksek,4,2,orta,yuksek,kabuledilemez
orta,yuksek,4,2,buyuk,dusuk,kabuledilemez
orta,yuksek,4,2,buyuk,orta,kabuledilemez
orta,yuksek,4,2,buyuk,yuksek,kabuledilemez
orta,yuksek,4,4,kucuk,dusuk,kabuledilemez
orta,yuksek,4,4,kucuk,orta,kabuledilemez
orta,yuksek,4,4,kucuk,yuksek,kabuledilebilir
orta,yuksek,4,4,orta,dusuk,kabuledilemez
orta,yuksek,4,4,orta,orta,kabuledilebilir
orta,yuksek,4,4,orta,yuksek,kabuledilebilir
orta,yuksek,4,4,buyuk,dusuk,kabuledilemez
orta,yuksek,4,4,buyuk,orta,kabuledilebilir
orta,yuksek,4,4,buyuk,yuksek,kabuledilebilir
orta,yuksek,4,5,kucuk,dusuk,kabuledilemez
orta,yuksek,4,5,kucuk,orta,kabuledilemez
orta,yuksek,4,5,kucuk,yuksek,kabuledilebilir
orta,yuksek,4,5,orta,dusuk,kabuledilemez
orta,yuksek,4,5,orta,orta,kabuledilebilir
orta,yuksek,4,5,orta,yuksek,kabuledilebilir
orta,yuksek,4,5,buyuk,dusuk,kabuledilemez
orta,yuksek,4,5,buyuk,orta,kabuledilebilir
orta,yuksek,4,5,buyuk,yuksek,kabuledilebilir
orta,yuksek,5,2,kucuk,dusuk,kabuledilemez
orta,yuksek,5,2,kucuk,orta,kabuledilemez
orta,yuksek,5,2,kucuk,yuksek,kabuledilemez
orta,yuksek,5,2,orta,dusuk,kabuledilemez
orta,yuksek,5,2,orta,orta,kabuledilemez
orta,yuksek,5,2,orta,yuksek,kabuledilemez
orta,yuksek,5,2,buyuk,dusuk,kabuledilemez
orta,yuksek,5,2,buyuk,orta,kabuledilemez
orta,yuksek,5,2,buyuk,yuksek,kabuledilemez
orta,yuksek,5,4,kucuk,dusuk,kabuledilemez
orta,yuksek,5,4,kucuk,orta,kabuledilemez
orta,yuksek,5,4,kucuk,yuksek,kabuledilebilir
orta,yuksek,5,4,orta,dusuk,kabuledilemez
orta,yuksek,5,4,orta,orta,kabuledilebilir
orta,yuksek,5,4,orta,yuksek,kabuledilebilir
orta,yuksek,5,4,buyuk,dusuk,kabuledilemez
orta,yuksek,5,4,buyuk,orta,kabuledilebilir
orta,yuksek,5,4,buyuk,yuksek,kabuledilebilir
orta,yuksek,5,5,kucuk,dusuk,kabuledilemez
orta,yuksek,5,5,kucuk,orta,kabuledilemez
orta,yuksek,5,5,kucuk,yuksek,kabuledilebilir
orta,yuksek,5,5,orta,dusuk,kabuledilemez
orta,yuksek,5,5,orta,orta,kabuledilebilir
orta,yuksek,5,5,orta,yuksek,kabuledilebilir
orta,yuksek,5,5,buyuk,dusuk,kabuledilemez
orta,yuksek,5,5,buyuk,orta,kabuledilebilir
orta,yuksek,5,5,buyuk,yuksek,kabuledilebilir
orta,orta,2,2,kucuk,dusuk,kabuledilemez
orta,orta,2,2,kucuk,orta,kabuledilemez
orta,orta,2,2,kucuk,yuksek,kabuledilemez
orta,orta,2,2,orta,dusuk,kabuledilemez
orta,orta,2,2,orta,orta,kabuledilemez
orta,orta,2,2,orta,yuksek,kabuledilemez
orta,orta,2,2,buyuk,dusuk,kabuledilemez
orta,orta,2,2,buyuk,orta,kabuledilemez
orta,orta,2,2,buyuk,yuksek,kabuledilemez
orta,orta,2,4,kucuk,dusuk,kabuledilemez
orta,orta,2,4,kucuk,orta,kabuledilebilir
orta,orta,2,4,kucuk,yuksek,kabuledilebilir
orta,orta,2,4,orta,dusuk,kabuledilemez
orta,orta,2,4,orta,orta,kabuledilebilir
orta,orta,2,4,orta,yuksek,kabuledilebilir
orta,orta,2,4,buyuk,dusuk,kabuledilemez
orta,orta,2,4,buyuk,orta,kabuledilebilir
orta,orta,2,4,buyuk,yuksek,cokiyi
orta,orta,2,5,kucuk,dusuk,kabuledilemez
orta,orta,2,5,kucuk,orta,kabuledilemez
orta,orta,2,5,kucuk,yuksek,kabuledilemez
orta,orta,2,5,orta,dusuk,kabuledilemez
orta,orta,2,5,orta,orta,kabuledilebilir
orta,orta,2,5,orta,yuksek,kabuledilebilir
orta,orta,2,5,buyuk,dusuk,kabuledilemez
orta,orta,2,5,buyuk,orta,kabuledilebilir
orta,orta,2,5,buyuk,yuksek,cokiyi
orta,orta,3,2,kucuk,dusuk,kabuledilemez
orta,orta,3,2,kucuk,orta,kabuledilemez
orta,orta,3,2,kucuk,yuksek,kabuledilemez
orta,orta,3,2,orta,dusuk,kabuledilemez
orta,orta,3,2,orta,orta,kabuledilemez
orta,orta,3,2,orta,yuksek,kabuledilemez
orta,orta,3,2,buyuk,dusuk,kabuledilemez
orta,orta,3,2,buyuk,orta,kabuledilemez
orta,orta,3,2,buyuk,yuksek,kabuledilemez
orta,orta,3,4,kucuk,dusuk,kabuledilemez
orta,orta,3,4,kucuk,orta,kabuledilebilir
orta,orta,3,4,kucuk,yuksek,kabuledilebilir
orta,orta,3,4,orta,dusuk,kabuledilemez
orta,orta,3,4,orta,orta,kabuledilebilir
orta,orta,3,4,orta,yuksek,kabuledilebilir
orta,orta,3,4,buyuk,dusuk,kabuledilemez
orta,orta,3,4,buyuk,orta,kabuledilebilir
orta,orta,3,4,buyuk,yuksek,cokiyi
orta,orta,3,5,kucuk,dusuk,kabuledilemez
orta,orta,3,5,kucuk,orta,kabuledilebilir
orta,orta,3,5,kucuk,yuksek,kabuledilebilir
orta,orta,3,5,orta,dusuk,kabuledilemez
orta,orta,3,5,orta,orta,kabuledilebilir
orta,orta,3,5,orta,yuksek,cokiyi
orta,orta,3,5,buyuk,dusuk,kabuledilemez
orta,orta,3,5,buyuk,orta,kabuledilebilir
orta,orta,3,5,buyuk,yuksek,cokiyi
orta,orta,4,2,kucuk,dusuk,kabuledilemez
orta,orta,4,2,kucuk,orta,kabuledilemez
orta,orta,4,2,kucuk,yuksek,kabuledilemez
orta,orta,4,2,orta,dusuk,kabuledilemez
orta,orta,4,2,orta,orta,kabuledilemez
orta,orta,4,2,orta,yuksek,kabuledilemez
orta,orta,4,2,buyuk,dusuk,kabuledilemez
orta,orta,4,2,buyuk,orta,kabuledilemez
orta,orta,4,2,buyuk,yuksek,kabuledilemez
orta,orta,4,4,kucuk,dusuk,kabuledilemez
orta,orta,4,4,kucuk,orta,kabuledilebilir
orta,orta,4,4,kucuk,yuksek,kabuledilebilir
orta,orta,4,4,orta,dusuk,kabuledilemez
orta,orta,4,4,orta,orta,kabuledilebilir
orta,orta,4,4,orta,yuksek,cokiyi
orta,orta,4,4,buyuk,dusuk,kabuledilemez
orta,orta,4,4,buyuk,orta,kabuledilebilir
orta,orta,4,4,buyuk,yuksek,cokiyi
orta,orta,4,5,kucuk,dusuk,kabuledilemez
orta,orta,4,5,kucuk,orta,kabuledilebilir
orta,orta,4,5,kucuk,yuksek,kabuledilebilir
orta,orta,4,5,orta,dusuk,kabuledilemez
orta,orta,4,5,orta,orta,kabuledilebilir
orta,orta,4,5,orta,yuksek,cokiyi
orta,orta,4,5,buyuk,dusuk,kabuledilemez
orta,orta,4,5,buyuk,orta,kabuledilebilir
orta,orta,4,5,buyuk,yuksek,cokiyi
orta,orta,5,2,kucuk,dusuk,kabuledilemez
orta,orta,5,2,kucuk,orta,kabuledilemez
orta,orta,5,2,kucuk,yuksek,kabuledilemez
orta,orta,5,2,orta,dusuk,kabuledilemez
orta,orta,5,2,orta,orta,kabuledilemez
orta,orta,5,2,orta,yuksek,kabuledilemez
orta,orta,5,2,buyuk,dusuk,kabuledilemez
orta,orta,5,2,buyuk,orta,kabuledilemez
orta,orta,5,2,buyuk,yuksek,kabuledilemez
orta,orta,5,4,kucuk,dusuk,kabuledilemez
orta,orta,5,4,kucuk,orta,kabuledilebilir
orta,orta,5,4,kucuk,yuksek,kabuledilebilir
orta,orta,5,4,orta,dusuk,kabuledilemez
orta,orta,5,4,orta,orta,kabuledilebilir
orta,orta,5,4,orta,yuksek,cokiyi
orta,orta,5,4,buyuk,dusuk,kabuledilemez
orta,orta,5,4,buyuk,orta,kabuledilebilir
orta,orta,5,4,buyuk,yuksek,cokiyi
orta,orta,5,5,kucuk,dusuk,kabuledilemez
orta,orta,5,5,kucuk,orta,kabuledilebilir
orta,orta,5,5,kucuk,yuksek,kabuledilebilir
orta,orta,5,5,orta,dusuk,kabuledilemez
orta,orta,5,5,orta,orta,kabuledilebilir
orta,orta,5,5,orta,yuksek,cokiyi
orta,orta,5,5,buyuk,dusuk,kabuledilemez
orta,orta,5,5,buyuk,orta,kabuledilebilir
orta,orta,5,5,buyuk,yuksek,cokiyi
orta,dusuk,2,2,kucuk,dusuk,kabuledilemez
orta,dusuk,2,2,kucuk,orta,kabuledilemez
orta,dusuk,2,2,kucuk,yuksek,kabuledilemez
orta,dusuk,2,2,orta,dusuk,kabuledilemez
orta,dusuk,2,2,orta,orta,kabuledilemez
orta,dusuk,2,2,orta,yuksek,kabuledilemez
orta,dusuk,2,2,buyuk,dusuk,kabuledilemez
orta,dusuk,2,2,buyuk,orta,kabuledilemez
orta,dusuk,2,2,buyuk,yuksek,kabuledilemez
orta,dusuk,2,4,kucuk,dusuk,kabuledilemez
orta,dusuk,2,4,kucuk,orta,kabuledilebilir
orta,dusuk,2,4,kucuk,yuksek,iyi
orta,dusuk,2,4,orta,dusuk,kabuledilemez
orta,dusuk,2,4,orta,orta,kabuledilebilir
orta,dusuk,2,4,orta,yuksek,iyi
orta,dusuk,2,4,buyuk,dusuk,kabuledilemez
orta,dusuk,2,4,buyuk,orta,iyi
orta,dusuk,2,4,buyuk,yuksek,cokiyi
orta,dusuk,2,5,kucuk,dusuk,kabuledilemez
orta,dusuk,2,5,kucuk,orta,kabuledilemez
orta,dusuk,2,5,kucuk,yuksek,kabuledilemez
orta,dusuk,2,5,orta,dusuk,kabuledilemez
orta,dusuk,2,5,orta,orta,kabuledilebilir
orta,dusuk,2,5,orta,yuksek,iyi
orta,dusuk,2,5,buyuk,dusuk,kabuledilemez
orta,dusuk,2,5,buyuk,orta,iyi
orta,dusuk,2,5,buyuk,yuksek,cokiyi
orta,dusuk,3,2,kucuk,dusuk,kabuledilemez
orta,dusuk,3,2,kucuk,orta,kabuledilemez
orta,dusuk,3,2,kucuk,yuksek,kabuledilemez
orta,dusuk,3,2,orta,dusuk,kabuledilemez
orta,dusuk,3,2,orta,orta,kabuledilemez
orta,dusuk,3,2,orta,yuksek,kabuledilemez
orta,dusuk,3,2,buyuk,dusuk,kabuledilemez
orta,dusuk,3,2,buyuk,orta,kabuledilemez
orta,dusuk,3,2,buyuk,yuksek,kabuledilemez
orta,dusuk,3,4,kucuk,dusuk,kabuledilemez
orta,dusuk,3,4,kucuk,orta,kabuledilebilir
orta,dusuk,3,4,kucuk,yuksek,iyi
orta,dusuk,3,4,orta,dusuk,kabuledilemez
orta,dusuk,3,4,orta,orta,kabuledilebilir
orta,dusuk,3,4,orta,yuksek,iyi
orta,dusuk,3,4,buyuk,dusuk,kabuledilemez
orta,dusuk,3,4,buyuk,orta,iyi
orta,dusuk,3,4,buyuk,yuksek,cokiyi
orta,dusuk,3,5,kucuk,dusuk,kabuledilemez
orta,dusuk,3,5,kucuk,orta,kabuledilebilir
orta,dusuk,3,5,kucuk,yuksek,iyi
orta,dusuk,3,5,orta,dusuk,kabuledilemez
orta,dusuk,3,5,orta,orta,iyi
orta,dusuk,3,5,orta,yuksek,cokiyi
orta,dusuk,3,5,buyuk,dusuk,kabuledilemez
orta,dusuk,3,5,buyuk,orta,iyi
orta,dusuk,3,5,buyuk,yuksek,cokiyi
orta,dusuk,4,2,kucuk,dusuk,kabuledilemez
orta,dusuk,4,2,kucuk,orta,kabuledilemez
orta,dusuk,4,2,kucuk,yuksek,kabuledilemez
orta,dusuk,4,2,orta,dusuk,kabuledilemez
orta,dusuk,4,2,orta,orta,kabuledilemez
orta,dusuk,4,2,orta,yuksek,kabuledilemez
orta,dusuk,4,2,buyuk,dusuk,kabuledilemez
orta,dusuk,4,2,buyuk,orta,kabuledilemez
orta,dusuk,4,2,buyuk,yuksek,kabuledilemez
orta,dusuk,4,4,kucuk,dusuk,kabuledilemez
orta,dusuk,4,4,kucuk,orta,kabuledilebilir
orta,dusuk,4,4,kucuk,yuksek,iyi
orta,dusuk,4,4,orta,dusuk,kabuledilemez
orta,dusuk,4,4,orta,orta,iyi
orta,dusuk,4,4,orta,yuksek,cokiyi
orta,dusuk,4,4,buyuk,dusuk,kabuledilemez
orta,dusuk,4,4,buyuk,orta,iyi
orta,dusuk,4,4,buyuk,yuksek,cokiyi
orta,dusuk,4,5,kucuk,dusuk,kabuledilemez
orta,dusuk,4,5,kucuk,orta,kabuledilebilir
orta,dusuk,4,5,kucuk,yuksek,iyi
orta,dusuk,4,5,orta,dusuk,kabuledilemez
orta,dusuk,4,5,orta,orta,iyi
orta,dusuk,4,5,orta,yuksek,cokiyi
orta,dusuk,4,5,buyuk,dusuk,kabuledilemez
orta,dusuk,4,5,buyuk,orta,iyi
orta,dusuk,4,5,buyuk,yuksek,cokiyi
orta,dusuk,5,2,kucuk,dusuk,kabuledilemez
orta,dusuk,5,2,kucuk,orta,kabuledilemez
orta,dusuk,5,2,kucuk,yuksek,kabuledilemez
orta,dusuk,5,2,orta,dusuk,kabuledilemez
orta,dusuk,5,2,orta,orta,kabuledilemez
orta,dusuk,5,2,orta,yuksek,kabuledilemez
orta,dusuk,5,2,buyuk,dusuk,kabuledilemez
orta,dusuk,5,2,buyuk,orta,kabuledilemez
orta,dusuk,5,2,buyuk,yuksek,kabuledilemez
orta,dusuk,5,4,kucuk,dusuk,kabuledilemez
orta,dusuk,5,4,kucuk,orta,kabuledilebilir
orta,dusuk,5,4,kucuk,yuksek,iyi
orta,dusuk,5,4,orta,dusuk,kabuledilemez
orta,dusuk,5,4,orta,orta,iyi
orta,dusuk,5,4,orta,yuksek,cokiyi
orta,dusuk,5,4,buyuk,dusuk,kabuledilemez
orta,dusuk,5,4,buyuk,orta,iyi
orta,dusuk,5,4,buyuk,yuksek,cokiyi
orta,dusuk,5,5,kucuk,dusuk,kabuledilemez
orta,dusuk,5,5,kucuk,orta,kabuledilebilir
orta,dusuk,5,5,kucuk,yuksek,iyi
orta,dusuk,5,5,orta,dusuk,kabuledilemez
orta,dusuk,5,5,orta,orta,iyi
orta,dusuk,5,5,orta,yuksek,cokiyi
orta,dusuk,5,5,buyuk,dusuk,kabuledilemez
orta,dusuk,5,5,buyuk,orta,iyi
orta,dusuk,5,5,buyuk,yuksek,cokiyi
dusuk,cokyuksek,2,2,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,2,2,kucuk,orta,kabuledilemez
dusuk,cokyuksek,2,2,kucuk,yuksek,kabuledilemez
dusuk,cokyuksek,2,2,orta,dusuk,kabuledilemez
dusuk,cokyuksek,2,2,orta,orta,kabuledilemez
dusuk,cokyuksek,2,2,orta,yuksek,kabuledilemez
dusuk,cokyuksek,2,2,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,2,2,buyuk,orta,kabuledilemez
dusuk,cokyuksek,2,2,buyuk,yuksek,kabuledilemez
dusuk,cokyuksek,2,4,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,2,4,kucuk,orta,kabuledilemez
dusuk,cokyuksek,2,4,kucuk,yuksek,kabuledilebilir
dusuk,cokyuksek,2,4,orta,dusuk,kabuledilemez
dusuk,cokyuksek,2,4,orta,orta,kabuledilemez
dusuk,cokyuksek,2,4,orta,yuksek,kabuledilebilir
dusuk,cokyuksek,2,4,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,2,4,buyuk,orta,kabuledilebilir
dusuk,cokyuksek,2,4,buyuk,yuksek,kabuledilebilir
dusuk,cokyuksek,2,5,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,2,5,kucuk,orta,kabuledilemez
dusuk,cokyuksek,2,5,kucuk,yuksek,kabuledilemez
dusuk,cokyuksek,2,5,orta,dusuk,kabuledilemez
dusuk,cokyuksek,2,5,orta,orta,kabuledilemez
dusuk,cokyuksek,2,5,orta,yuksek,kabuledilebilir
dusuk,cokyuksek,2,5,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,2,5,buyuk,orta,kabuledilebilir
dusuk,cokyuksek,2,5,buyuk,yuksek,kabuledilebilir
dusuk,cokyuksek,3,2,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,3,2,kucuk,orta,kabuledilemez
dusuk,cokyuksek,3,2,kucuk,yuksek,kabuledilemez
dusuk,cokyuksek,3,2,orta,dusuk,kabuledilemez
dusuk,cokyuksek,3,2,orta,orta,kabuledilemez
dusuk,cokyuksek,3,2,orta,yuksek,kabuledilemez
dusuk,cokyuksek,3,2,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,3,2,buyuk,orta,kabuledilemez
dusuk,cokyuksek,3,2,buyuk,yuksek,kabuledilemez
dusuk,cokyuksek,3,4,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,3,4,kucuk,orta,kabuledilemez
dusuk,cokyuksek,3,4,kucuk,yuksek,kabuledilebilir
dusuk,cokyuksek,3,4,orta,dusuk,kabuledilemez
dusuk,cokyuksek,3,4,orta,orta,kabuledilemez
dusuk,cokyuksek,3,4,orta,yuksek,kabuledilebilir
dusuk,cokyuksek,3,4,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,3,4,buyuk,orta,kabuledilebilir
dusuk,cokyuksek,3,4,buyuk,yuksek,kabuledilebilir
dusuk,cokyuksek,3,5,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,3,5,kucuk,orta,kabuledilemez
dusuk,cokyuksek,3,5,kucuk,yuksek,kabuledilebilir
dusuk,cokyuksek,3,5,orta,dusuk,kabuledilemez
dusuk,cokyuksek,3,5,orta,orta,kabuledilebilir
dusuk,cokyuksek,3,5,orta,yuksek,kabuledilebilir
dusuk,cokyuksek,3,5,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,3,5,buyuk,orta,kabuledilebilir
dusuk,cokyuksek,3,5,buyuk,yuksek,kabuledilebilir
dusuk,cokyuksek,4,2,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,4,2,kucuk,orta,kabuledilemez
